"","Ensembl_ID","Symbol"
"1221","MI0000744","hsa-mir-299"
"1222","MIMAT0002890","hsa-miR-299-5p"
"1223","MIMAT0000687","hsa-miR-299-3p"
"1224","MI0000788","hsa-mir-380"
"1225","MIMAT0000734","hsa-miR-380-5p"
"1226","MIMAT0000735","hsa-miR-380-3p"
"1227","MI0006656","hsa-mir-1197"
"1228","MIMAT0005955","hsa-miR-1197"
"1229","MI0000807","hsa-mir-323a"
"1230","MIMAT0004696","hsa-miR-323a-5p"
"1231","MIMAT0000755","hsa-miR-323a-3p"
"1232","MI0003757","hsa-mir-758"
"1233","MIMAT0003879","hsa-miR-758-3p"
"1234","MIMAT0022929","hsa-miR-758-5p"
"1235","MI0001725","hsa-mir-329-1"
"1236","MIMAT0001629","hsa-miR-329-3p"
"1237","MIMAT0026555","hsa-miR-329-5p"
"1238","MI0001726","hsa-mir-329-2"
"1239","MIMAT0001629_1","hsa-miR-329-3p"
"1240","MIMAT0026555_1","hsa-miR-329-5p"
"1241","MI0003134","hsa-mir-494"
"1242","MIMAT0002816","hsa-miR-494-3p"
"1243","MIMAT0026607","hsa-miR-494-5p"
"1244","MI0014205","hsa-mir-1193"
"1245","MIMAT0015049","hsa-miR-1193"
"1246","MI0005565","hsa-mir-543"
"1247","MIMAT0004954","hsa-miR-543"
"1248","MI0003135","hsa-mir-495"
"1249","MIMAT0002817","hsa-miR-495-3p"
"1250","MIMAT0022924","hsa-miR-495-5p"
"1251","MI0000776","hsa-mir-376c"
"1252","MIMAT0000720","hsa-miR-376c-3p"
"1253","MIMAT0022861","hsa-miR-376c-5p"
"1254","MI0003529","hsa-mir-376a-2"
"1255","MIMAT0000729","hsa-miR-376a-3p"
"1256","MIMAT0022928","hsa-miR-376a-2-5p"
"1257","MI0003676","hsa-mir-654"
"1258","MIMAT0003330","hsa-miR-654-5p"
"1259","MIMAT0004814","hsa-miR-654-3p"
"1260","MI0002466","hsa-mir-376b"
"1261","MIMAT0002172","hsa-miR-376b-3p"
"1262","MIMAT0022923","hsa-miR-376b-5p"
"1263","MI0000784","hsa-mir-376a-1"
"1264","MIMAT0003386","hsa-miR-376a-5p"
"1265","MIMAT0000729_1","hsa-miR-376a-3p"
"1266","MI0005525","hsa-mir-300"
"1267","MIMAT0004903","hsa-miR-300"
"1268","MI0003844","hsa-mir-1185-1"
"1269","MIMAT0005798","hsa-miR-1185-5p"
"1270","MIMAT0022838","hsa-miR-1185-1-3p"
"1271","MI0003821","hsa-mir-1185-2"
"1272","MIMAT0005798_1","hsa-miR-1185-5p"
"1273","MIMAT0022713","hsa-miR-1185-2-3p"
"1274","MI0000789","hsa-mir-381"
"1275","MIMAT0000736","hsa-miR-381-3p"
"1276","MIMAT0022862","hsa-miR-381-5p"
"1277","MI0003530","hsa-mir-487b"
"1278","MIMAT0003180","hsa-miR-487b-3p"
"1279","MIMAT0026614","hsa-miR-487b-5p"
"1280","MI0003514","hsa-mir-539"
"1281","MIMAT0003163","hsa-miR-539-5p"
"1282","MIMAT0022705","hsa-miR-539-3p"
"1283","MI0005540","hsa-mir-889"
"1284","MIMAT0004921","hsa-miR-889-3p"
"1285","MIMAT0026719","hsa-miR-889-5p"
"1286","MI0003515","hsa-mir-544a"
"1287","MIMAT0003164","hsa-miR-544a"
"1288","MI0003677","hsa-mir-655"
"1289","MIMAT0003331","hsa-miR-655-3p"
"1290","MIMAT0026626","hsa-miR-655-5p"
"1291","MI0002471","hsa-mir-487a"
"1292","MIMAT0002178","hsa-miR-487a-3p"
"1293","MIMAT0026559","hsa-miR-487a-5p"
"1294","MI0000790","hsa-mir-382"
"1295","MIMAT0000737","hsa-miR-382-5p"
"1296","MIMAT0022697","hsa-miR-382-3p"
"1297","MI0000474","hsa-mir-134"
"1298","MIMAT0000447","hsa-miR-134-5p"
"1299","MIMAT0026481","hsa-miR-134-3p"
"1300","MI0003761","hsa-mir-668"
"1301","MIMAT0003881","hsa-miR-668-3p"
"1302","MIMAT0026636","hsa-miR-668-5p"
"1303","MI0002469","hsa-mir-485"
"1304","MIMAT0002175","hsa-miR-485-5p"
"1305","MIMAT0002176","hsa-miR-485-3p"
"1306","MI0014206","hsa-mir-323b"
"1307","MIMAT0001630","hsa-miR-323b-5p"
"1308","MIMAT0015050","hsa-miR-323b-3p"
"1309","MI0000480","hsa-mir-154"
"1310","MIMAT0000452","hsa-miR-154-5p"
"1311","MIMAT0000453","hsa-miR-154-3p"
"1312","MI0003136","hsa-mir-496"
"1313","MIMAT0002818","hsa-miR-496"
"1314","MI0000785","hsa-mir-377"
"1315","MIMAT0004689","hsa-miR-377-5p"
"1316","MIMAT0000730","hsa-miR-377-3p"
"1317","MI0005539","hsa-mir-541"
"1318","MIMAT0004919","hsa-miR-541-5p"
"1319","MIMAT0004920","hsa-miR-541-3p"
"1320","MI0001735","hsa-mir-409"
"1321","MIMAT0001638","hsa-miR-409-5p"
"1322","MIMAT0001639","hsa-miR-409-3p"
"1323","MI0002464","hsa-mir-412"
"1324","MIMAT0002170","hsa-miR-412-3p"
"1325","MIMAT0026557","hsa-miR-412-5p"
"1326","MI0000777","hsa-mir-369"
"1327","MIMAT0001621","hsa-miR-369-5p"
"1328","MIMAT0000721","hsa-miR-369-3p"
"1329","MI0002465","hsa-mir-410"
"1330","MIMAT0002171","hsa-miR-410-3p"
"1331","MIMAT0026558","hsa-miR-410-5p"
"1332","MI0003678","hsa-mir-656"
"1333","MIMAT0003332","hsa-miR-656-3p"
"1334","MIMAT0026627","hsa-miR-656-5p"
"1335","MI0006382","hsa-mir-1247"
"1336","MIMAT0005899","hsa-miR-1247-5p"
"1337","MIMAT0022721","hsa-miR-1247-3p"
"1338","MI0015837","hsa-mir-4309"
"1339","MIMAT0016859","hsa-miR-4309"
"1340","MI0000283","hsa-mir-203a"
"1341","MIMAT0000264","hsa-miR-203a-3p"
"1342","MIMAT0031890","hsa-miR-203a-5p"
"1343","MI0017343","hsa-mir-203b"
"1344","MIMAT0019813","hsa-miR-203b-5p"
"1345","MIMAT0019814","hsa-miR-203b-3p"
"1346","MI0017344","hsa-mir-4710"
"1347","MIMAT0019815","hsa-miR-4710"
"1348","MI0039723","hsa-mir-12121"
"1349","MIMAT0049015","hsa-miR-12121"
"1350","MI0022610","hsa-mir-6765"
"1351","MIMAT0027430","hsa-miR-6765-5p"
"1352","MIMAT0027431","hsa-miR-6765-3p"
"1353","MI0025907","hsa-mir-8071-1"
"1354","MIMAT0030998","hsa-miR-8071"
"1355","MI0026417","hsa-mir-8071-2"
"1356","MIMAT0030998_1","hsa-miR-8071"
"1357","MI0016910","hsa-mir-4539"
"1358","MIMAT0019082","hsa-miR-4539"
"1359","MI0016871","hsa-mir-4507"
"1360","MIMAT0019044","hsa-miR-4507"
"1361","MI0016909","hsa-mir-4538"
"1362","MIMAT0019081","hsa-miR-4538"
"1363","MI0016908","hsa-mir-4537"
"1364","MIMAT0019080","hsa-miR-4537"
"1365","MI0018174","hsa-mir-5195"
"1366","MIMAT0021126","hsa-miR-5195-5p"
"1367","MIMAT0021127","hsa-miR-5195-3p"
"1368","MI0014132","hsa-mir-3118-2"
"1369","MIMAT0014980","hsa-miR-3118"
"1370","MI0019308","hsa-mir-5701-1"
"1371","MIMAT0022494","hsa-miR-5701"
"1372","MI0014133","hsa-mir-3118-3"
"1373","MIMAT0014980_1","hsa-miR-3118"
"1374","MI0019593","hsa-mir-5701-2"
"1375","MIMAT0022494_1","hsa-miR-5701"
"1376","MI0014207","hsa-mir-3118-4"
"1377","MIMAT0014980_2","hsa-miR-3118"
"1378","MI0031522","hsa-mir-5701-3"
"1379","MIMAT0022494_2","hsa-miR-5701"
"1380","MI0006405","hsa-mir-1268a"
"1381","MIMAT0005922","hsa-miR-1268a"
"1382","MI0016873","hsa-mir-4509-1"
"1383","MIMAT0019046","hsa-miR-4509"
"1384","MI0016872","hsa-mir-4508"
"1385","MIMAT0019045","hsa-miR-4508"
"1386","MI0017349","hsa-mir-4715"
"1387","MIMAT0019824","hsa-miR-4715-5p"
"1388","MIMAT0019825","hsa-miR-4715-3p"
"1389","MI0016874","hsa-mir-4509-2"
"1390","MIMAT0019046_1","hsa-miR-4509"
"1391","MI0016875","hsa-mir-4509-3"
"1392","MIMAT0019046_2","hsa-miR-4509"
"1393","MI0000287","hsa-mir-211"
"1394","MIMAT0000268","hsa-miR-211-5p"
"1395","MIMAT0022694","hsa-miR-211-3p"
"1396","MI0006323","hsa-mir-1233-1"
"1397","MIMAT0005588","hsa-miR-1233-3p"
"1398","MIMAT0022943","hsa-miR-1233-5p"
"1399","MI0015973","hsa-mir-1233-2"
"1400","MIMAT0005588_1","hsa-miR-1233-3p"
"1401","MIMAT0022943_1","hsa-miR-1233-5p"
"1402","MI0016599","hsa-mir-3942"
"1403","MIMAT0018358","hsa-miR-3942-5p"
"1404","MIMAT0019230","hsa-miR-3942-3p"
"1405","MI0016876","hsa-mir-4510"
"1406","MIMAT0019047","hsa-miR-4510"
"1407","MI0025899","hsa-mir-8063"
"1408","MIMAT0030990","hsa-miR-8063"
"1409","MI0003640","hsa-mir-626"
"1410","MIMAT0003295","hsa-miR-626"
"1411","MI0015840","hsa-mir-4310"
"1412","MIMAT0016862","hsa-miR-4310"
"1413","MI0003641","hsa-mir-627"
"1414","MIMAT0003296","hsa-miR-627-5p"
"1415","MIMAT0026623","hsa-miR-627-3p"
"1416","MI0006429","hsa-mir-1282"
"1417","MIMAT0005940","hsa-miR-1282"
"1418","MI0033417","hsa-mir-10393"
"1419","MIMAT0041617","hsa-miR-10393-5p"
"1420","MIMAT0041618","hsa-miR-10393-3p"
"1421","MI0005544","hsa-mir-147b"
"1422","MIMAT0004928","hsa-miR-147b-3p"
"1423","MIMAT0037331","hsa-miR-147b-5p"
"1424","MI0017350","hsa-mir-4716"
"1425","MIMAT0019826","hsa-miR-4716-5p"
"1426","MIMAT0019827","hsa-miR-4716-3p"
"1427","MI0017346","hsa-mir-4712"
"1428","MIMAT0019818","hsa-miR-4712-5p"
"1429","MIMAT0019819","hsa-miR-4712-3p"
"1430","MI0017347","hsa-mir-4713"
"1431","MIMAT0019820","hsa-miR-4713-5p"
"1432","MIMAT0019821","hsa-miR-4713-3p"
"1433","MI0025749","hsa-mir-7973-2"
"1434","MIMAT0031176","hsa-miR-7973"
"1435","MI0025748","hsa-mir-7973-1"
"1436","MIMAT0031176_1","hsa-miR-7973"
"1437","MI0006403","hsa-mir-1266"
"1438","MIMAT0005920","hsa-miR-1266-5p"
"1439","MIMAT0026742","hsa-miR-1266-3p"
"1440","MI0003642","hsa-mir-628"
"1441","MIMAT0004809","hsa-miR-628-5p"
"1442","MIMAT0003297","hsa-miR-628-3p"
"1443","MI0010635","hsa-mir-2116"
"1444","MIMAT0011160","hsa-miR-2116-5p"
"1445","MIMAT0011161","hsa-miR-2116-3p"
"1446","MI0025903","hsa-mir-8067"
"1447","MIMAT0030994","hsa-miR-8067"
"1448","MI0020362","hsa-mir-6085"
"1449","MIMAT0023710","hsa-miR-6085"
"1450","MI0000486","hsa-mir-190a"
"1451","MIMAT0000458","hsa-miR-190a-5p"
"1452","MIMAT0026482","hsa-miR-190a-3p"
"1453","MI0001444","hsa-mir-422a"
"1454","MIMAT0001339","hsa-miR-422a"
"1455","MI0006408","hsa-mir-1272"
"1456","MIMAT0005925","hsa-miR-1272"
"1457","MI0016877","hsa-mir-4511"
"1458","MIMAT0019048","hsa-miR-4511"
"1459","MI0015841","hsa-mir-4311"
"1460","MIMAT0016863","hsa-miR-4311"
"1461","MI0016878","hsa-mir-4512"
"1462","MIMAT0019049","hsa-miR-4512"
"1463","MI0015842","hsa-mir-4312"
"1464","MIMAT0016864","hsa-miR-4312"
"1465","MI0003643","hsa-mir-629"
"1466","MIMAT0004810","hsa-miR-629-5p"
"1467","MIMAT0003298","hsa-miR-629-3p"
"1468","MI0003644","hsa-mir-630"
"1469","MIMAT0003299","hsa-miR-630"
"1470","MI0039739","hsa-mir-12135"
"1471","MIMAT0049031","hsa-miR-12135"
"1472","MI0022728","hsa-mir-6881"
"1473","MIMAT0027662","hsa-miR-6881-5p"
"1474","MIMAT0027663","hsa-miR-6881-3p"
"1475","MI0016879","hsa-mir-4513"
"1476","MIMAT0019050","hsa-miR-4513"
"1477","MI0022729","hsa-mir-6882"
"1478","MIMAT0027664","hsa-miR-6882-5p"
"1479","MIMAT0027665","hsa-miR-6882-3p"
"1480","MI0003645","hsa-mir-631"
"1481","MIMAT0003300","hsa-miR-631"
"1482","MI0015843","hsa-mir-4313"
"1483","MIMAT0016865","hsa-miR-4313"
"1484","MI0000481","hsa-mir-184"
"1485","MIMAT0000454","hsa-miR-184"
"1486","MI0019117","hsa-mir-5572"
"1487","MIMAT0022260","hsa-miR-5572"
"1488","MI0003679","hsa-mir-549a"
"1489","MIMAT0003333","hsa-miR-549a-3p"
"1490","MIMAT0037328","hsa-miR-549a-5p"
"1491","MI0016880","hsa-mir-4514"
"1492","MIMAT0019051","hsa-miR-4514"
"1493","MI0016881","hsa-mir-4515"
"1494","MIMAT0019052","hsa-miR-4515"
"1495","MI0025242","hsa-mir-7706"
"1496","MIMAT0030021","hsa-miR-7706"
"1497","MI0006416","hsa-mir-1276"
"1498","MIMAT0005930","hsa-miR-1276"
"1499","MI0017875","hsa-mir-548ap"
"1500","MIMAT0021037","hsa-miR-548ap-5p"
"1501","MIMAT0021038","hsa-miR-548ap-3p"
"1502","MI0035972","hsa-mir-11181"
"1503","MIMAT0043996","hsa-miR-11181-5p"
"1504","MIMAT0043997","hsa-miR-11181-3p"
"1505","MI0006272","hsa-mir-1179"
"1506","MIMAT0005824","hsa-miR-1179"
"1507","MI0000264","hsa-mir-7-2"
"1508","MIMAT0000252","hsa-miR-7-5p"
"1509","MIMAT0004554","hsa-miR-7-2-3p"
"1510","MI0017351","hsa-mir-3529"
"1511","MIMAT0019828","hsa-miR-3529-5p"
"1512","MIMAT0022741","hsa-miR-3529-3p"
"1513","MI0022611","hsa-mir-6766"
"1514","MIMAT0027432","hsa-miR-6766-5p"
"1515","MIMAT0027433","hsa-miR-6766-3p"
"1516","MI0000468","hsa-mir-9-3"
"1517","MIMAT0000441_1","hsa-miR-9-5p"
"1518","MIMAT0000442_1","hsa-miR-9-3p"
"1519","MI0017983","hsa-mir-5094"
"1520","MIMAT0021086","hsa-miR-5094"
"1521","MI0017877","hsa-mir-5009"
"1522","MIMAT0021041","hsa-miR-5009-5p"
"1523","MIMAT0021042","hsa-miR-5009-3p"
"1524","MI0014208","hsa-mir-3174"
"1525","MIMAT0015051","hsa-miR-3174"
"1526","MI0014209","hsa-mir-3175"
"1527","MIMAT0015052","hsa-miR-3175"
"1528","MI0007074","hsa-mir-1469"
"1529","MIMAT0007347","hsa-miR-1469"
"1530","MI0017348","hsa-mir-4714"
"1531","MIMAT0019822","hsa-miR-4714-5p"
"1532","MIMAT0019823","hsa-miR-4714-3p"
"1533","MI0015979","hsa-mir-1302-10"
"1534","MIMAT0005890_2","hsa-miR-1302"
"1535","MI0026421","hsa-mir-6859-3"
"1536","MIMAT0027618_2","hsa-miR-6859-5p"
"1537","MIMAT0027619_2","hsa-miR-6859-3p"
"1538","MI0031521","hsa-mir-6859-4"
"1539","MIMAT0027618_3","hsa-miR-6859-5p"
"1540","MIMAT0027619_3","hsa-miR-6859-3p"
"1541","MI0019144","hsa-mir-5587"
"1542","MIMAT0022289","hsa-miR-5587-5p"
"1543","MIMAT0022290","hsa-miR-5587-3p"
"1544","MI0014210","hsa-mir-3176"
"1545","MIMAT0015053","hsa-miR-3176"
"1546","MI0003670","hsa-mir-662"
"1547","MIMAT0003325","hsa-miR-662"
"1548","MI0014211","hsa-mir-3177"
"1549","MIMAT0015054","hsa-miR-3177-3p"
"1550","MIMAT0019215","hsa-miR-3177-5p"
"1551","MI0006311","hsa-mir-1225"
"1552","MIMAT0005572","hsa-miR-1225-5p"
"1553","MIMAT0005573","hsa-miR-1225-3p"
"1554","MI0022552","hsa-mir-6511b-1"
"1555","MIMAT0025847","hsa-miR-6511b-5p"
"1556","MIMAT0025848","hsa-miR-6511b-3p"
"1557","MI0016882","hsa-mir-4516"
"1558","MIMAT0019053","hsa-miR-4516"
"1559","MI0016409","hsa-mir-3180-5"
"1560","MIMAT0018178","hsa-miR-3180"
"1561","MI0016078","hsa-mir-3677"
"1562","MIMAT0018101","hsa-miR-3677-3p"
"1563","MIMAT0019221","hsa-miR-3677-5p"
"1564","MI0005762","hsa-mir-940"
"1565","MIMAT0004983","hsa-miR-940"
"1566","MI0017352","hsa-mir-4717"
"1567","MIMAT0019829","hsa-miR-4717-5p"
"1568","MIMAT0019830","hsa-miR-4717-3p"
"1569","MI0022612","hsa-mir-6767"
"1570","MIMAT0027434","hsa-miR-6767-5p"
"1571","MIMAT0027435","hsa-miR-6767-3p"
"1572","MI0022613","hsa-mir-6768"
"1573","MIMAT0027436","hsa-miR-6768-5p"
"1574","MIMAT0027437","hsa-miR-6768-3p"
"1575","MI0014212","hsa-mir-3178"
"1576","MIMAT0015055","hsa-miR-3178"
"1577","MI0021260","hsa-mir-6126"
"1578","MIMAT0024599","hsa-miR-6126"
"1579","MI0022614","hsa-mir-6769a"
"1580","MIMAT0027438","hsa-miR-6769a-5p"
"1581","MIMAT0027439","hsa-miR-6769a-3p"
"1582","MI0025901","hsa-mir-8065"
"1583","MIMAT0030992","hsa-miR-8065"
"1584","MI0006412","hsa-mir-548h-2"
"1585","MIMAT0005928_1","hsa-miR-548h-5p"
"1586","MI0017353","hsa-mir-4718"
"1587","MIMAT0019831","hsa-miR-4718"
"1588","MI0003137","hsa-mir-193b"
"1589","MIMAT0004767","hsa-miR-193b-5p"
"1590","MIMAT0002819","hsa-miR-193b-3p"
"1591","MI0000767","hsa-mir-365a"
"1592","MIMAT0000710","hsa-miR-365a-3p"
"1593","MIMAT0009199","hsa-miR-365a-5p"
"1594","MI0014213","hsa-mir-3179-1"
"1595","MIMAT0015056","hsa-miR-3179"
"1596","MI0016071","hsa-mir-3670-1"
"1597","MIMAT0018093","hsa-miR-3670"
"1598","MI0014214","hsa-mir-3180-1"
"1599","MIMAT0015057","hsa-miR-3180-5p"
"1600","MIMAT0015058","hsa-miR-3180-3p"
"1601","MI0022223","hsa-mir-6511a-1"
"1602","MIMAT0025478","hsa-miR-6511a-5p"
"1603","MIMAT0025479","hsa-miR-6511a-3p"
"1604","MI0022615","hsa-mir-6770-1"
"1605","MIMAT0027440","hsa-miR-6770-5p"
"1606","MIMAT0027441","hsa-miR-6770-3p"
"1607","MI0009982","hsa-mir-1972-1"
"1608","MIMAT0009447","hsa-miR-1972"
"1609","MI0023431","hsa-mir-6511b-2"
"1610","MIMAT0025847_1","hsa-miR-6511b-5p"
"1611","MIMAT0025848_1","hsa-miR-6511b-3p"
"1612","MI0016408","hsa-mir-3180-4"
"1613","MIMAT0018178_1","hsa-miR-3180"
"1614","MI0022218","hsa-mir-6506"
"1615","MIMAT0025468","hsa-miR-6506-5p"
"1616","MIMAT0025469","hsa-miR-6506-3p"
"1617","MI0002468","hsa-mir-484"
"1618","MIMAT0002174","hsa-miR-484"
"1619","MI0014216","hsa-mir-3179-2"
"1620","MIMAT0015056_1","hsa-miR-3179"
"1621","MI0019112","hsa-mir-3670-2"
"1622","MIMAT0018093_1","hsa-miR-3670"
"1623","MI0014215","hsa-mir-3180-2"
"1624","MIMAT0015057_1","hsa-miR-3180-5p"
"1625","MIMAT0015058_1","hsa-miR-3180-3p"
"1626","MI0023564","hsa-mir-6511a-2"
"1627","MIMAT0025478_1","hsa-miR-6511a-5p"
"1628","MIMAT0025479_1","hsa-miR-6511a-3p"
"1629","MI0026418","hsa-mir-6770-2"
"1630","MIMAT0027440_1","hsa-miR-6770-5p"
"1631","MIMAT0027441_1","hsa-miR-6770-3p"
"1632","MI0023565","hsa-mir-6511a-3"
"1633","MIMAT0025478_2","hsa-miR-6511a-5p"
"1634","MIMAT0025479_2","hsa-miR-6511a-3p"
"1635","MI0023566","hsa-mir-6511a-4"
"1636","MIMAT0025478_3","hsa-miR-6511a-5p"
"1637","MIMAT0025479_3","hsa-miR-6511a-3p"
"1638","MI0026419","hsa-mir-6770-3"
"1639","MIMAT0027440_2","hsa-miR-6770-5p"
"1640","MIMAT0027441_2","hsa-miR-6770-3p"
"1641","MI0014217","hsa-mir-3180-3"
"1642","MIMAT0015057_2","hsa-miR-3180-5p"
"1643","MIMAT0015058_2","hsa-miR-3180-3p"
"1644","MI0031513","hsa-mir-3670-3"
"1645","MIMAT0018093_2","hsa-miR-3670"
"1646","MI0014221","hsa-mir-3179-3"
"1647","MIMAT0015056_2","hsa-miR-3179"
"1648","MI0031514","hsa-mir-3670-4"
"1649","MIMAT0018093_3","hsa-miR-3670"
"1650","MI0031510","hsa-mir-3179-4"
"1651","MIMAT0015056_3","hsa-miR-3179"
"1652","MI0016081","hsa-mir-3680-1"
"1653","MIMAT0018106","hsa-miR-3680-5p"
"1654","MIMAT0018107","hsa-miR-3680-3p"
"1655","MI0025512","hsa-mir-1273h"
"1656","MIMAT0030415","hsa-miR-1273h-5p"
"1657","MIMAT0030416","hsa-miR-1273h-3p"
"1658","MI0014222","hsa-mir-548w"
"1659","MIMAT0015060","hsa-miR-548w"
"1660","MI0022709","hsa-mir-6862-1"
"1661","MIMAT0027625","hsa-miR-6862-5p"
"1662","MIMAT0027626","hsa-miR-6862-3p"
"1663","MI0026415","hsa-mir-6862-2"
"1664","MIMAT0027625_1","hsa-miR-6862-5p"
"1665","MIMAT0027626_1","hsa-miR-6862-3p"
"1666","MI0017356","hsa-mir-4721"
"1667","MIMAT0019835","hsa-miR-4721"
"1668","MI0016883","hsa-mir-4517"
"1669","MIMAT0019054","hsa-miR-4517"
"1670","MI0019113","hsa-mir-3680-2"
"1671","MIMAT0018106_1","hsa-miR-3680-5p"
"1672","MIMAT0018107_1","hsa-miR-3680-3p"
"1673","MI0016884","hsa-mir-4518"
"1674","MIMAT0019055","hsa-miR-4518"
"1675","MI0016885","hsa-mir-4519"
"1676","MIMAT0019056","hsa-miR-4519"
"1677","MI0003892","hsa-mir-762"
"1678","MIMAT0010313","hsa-miR-762"
"1679","MI0031829","hsa-mir-9901"
"1680","MIMAT0039321","hsa-miR-9901"
"1681","MI0022616","hsa-mir-6771"
"1682","MIMAT0027442","hsa-miR-6771-5p"
"1683","MIMAT0027443","hsa-miR-6771-3p"
"1684","MI0014223","hsa-mir-3181"
"1685","MIMAT0015061","hsa-miR-3181"
"1686","MI0016591","hsa-mir-3935"
"1687","MIMAT0018350","hsa-miR-3935"
"1688","MI0000455","hsa-mir-138-2"
"1689","MIMAT0000430","hsa-miR-138-5p"
"1690","MIMAT0004596","hsa-miR-138-2-3p"
"1691","MI0022710","hsa-mir-6863"
"1692","MIMAT0027627","hsa-miR-6863"
"1693","MI0022617","hsa-mir-6772"
"1694","MIMAT0027444","hsa-miR-6772-5p"
"1695","MIMAT0027445","hsa-miR-6772-3p"
"1696","MI0000804","hsa-mir-328"
"1697","MIMAT0000752","hsa-miR-328-3p"
"1698","MIMAT0026486","hsa-miR-328-5p"
"1699","MI0022618","hsa-mir-6773"
"1700","MIMAT0027446","hsa-miR-6773-5p"
"1701","MIMAT0027447","hsa-miR-6773-3p"
"1702","MI0007259","hsa-mir-1538"
"1703","MIMAT0007400","hsa-miR-1538"
"1704","MI0000456","hsa-mir-140"
"1705","MIMAT0000431","hsa-miR-140-5p"
"1706","MIMAT0004597","hsa-miR-140-3p"
"1707","MI0015977","hsa-mir-1972-2"
"1708","MIMAT0009447_1","hsa-miR-1972"
"1709","MI0017354","hsa-mir-4719"
"1710","MIMAT0019832","hsa-miR-4719"
"1711","MI0017355","hsa-mir-4720"
"1712","MIMAT0019833","hsa-miR-4720-5p"
"1713","MIMAT0019834","hsa-miR-4720-3p"
"1714","MI0025524","hsa-mir-7854"
"1715","MIMAT0030429","hsa-miR-7854-3p"
"1716","MI0022216","hsa-mir-6504"
"1717","MIMAT0025464","hsa-miR-6504-5p"
"1718","MIMAT0025465","hsa-miR-6504-3p"
"1719","MI0025894","hsa-mir-8058"
"1720","MIMAT0030985","hsa-miR-8058"
"1721","MI0014224","hsa-mir-3182"
"1722","MIMAT0015062","hsa-miR-3182"
"1723","MI0039730","hsa-mir-12128"
"1724","MIMAT0049022","hsa-miR-12128"
"1725","MI0017982","hsa-mir-5093"
"1726","MIMAT0021085","hsa-miR-5093"
"1727","MI0008331","hsa-mir-1910"
"1728","MIMAT0007884","hsa-miR-1910-5p"
"1729","MIMAT0026917","hsa-miR-1910-3p"
"1730","MI0022619","hsa-mir-6774"
"1731","MIMAT0027448","hsa-miR-6774-5p"
"1732","MIMAT0027449","hsa-miR-6774-3p"
"1733","MI0022620","hsa-mir-6775"
"1734","MIMAT0027450","hsa-miR-6775-5p"
"1735","MIMAT0027451","hsa-miR-6775-3p"
"1736","MI0036560","hsa-mir-11401"
"1737","MIMAT0044658","hsa-miR-11401"
"1738","MI0018168","hsa-mir-5189"
"1739","MIMAT0021120","hsa-miR-5189-5p"
"1740","MIMAT0027088","hsa-miR-5189-3p"
"1741","MI0017357","hsa-mir-4722"
"1742","MIMAT0019836","hsa-miR-4722-5p"
"1743","MIMAT0019837","hsa-miR-4722-3p"
"1744","MI0014225","hsa-mir-3183"
"1745","MIMAT0015063","hsa-miR-3183"
"1746","MI0000078","hsa-mir-22"
"1747","MIMAT0004495","hsa-miR-22-5p"
"1748","MIMAT0000077","hsa-miR-22-3p"
"1749","MI0000449","hsa-mir-132"
"1750","MIMAT0004594","hsa-miR-132-5p"
"1751","MIMAT0000426","hsa-miR-132-3p"
"1752","MI0000288","hsa-mir-212"
"1753","MIMAT0000269","hsa-miR-212-3p"
"1754","MIMAT0022695","hsa-miR-212-5p"
"1755","MI0022621","hsa-mir-6776"
"1756","MIMAT0027452","hsa-miR-6776-5p"
"1757","MIMAT0027453","hsa-miR-6776-3p"
"1758","MI0006387","hsa-mir-1253"
"1759","MIMAT0005904","hsa-miR-1253"
"1760","MI0022711","hsa-mir-6864"
"1761","MIMAT0027628","hsa-miR-6864-5p"
"1762","MIMAT0027629","hsa-miR-6864-3p"
"1763","MI0022712","hsa-mir-6865"
"1764","MIMAT0027630","hsa-miR-6865-5p"
"1765","MIMAT0027631","hsa-miR-6865-3p"
"1766","MI0016886","hsa-mir-4520-1"
"1767","MIMAT0019235","hsa-miR-4520-5p"
"1768","MIMAT0019057","hsa-miR-4520-3p"
"1769","MI0017358","hsa-mir-4520-2"
"1770","MIMAT0019235_1","hsa-miR-4520-5p"
"1771","MIMAT0020300","hsa-miR-4520-2-3p"
"1772","MI0000489","hsa-mir-195"
"1773","MIMAT0000461","hsa-miR-195-5p"
"1774","MIMAT0004615","hsa-miR-195-3p"
"1775","MI0003138","hsa-mir-497"
"1776","MIMAT0002820","hsa-miR-497-5p"
"1777","MIMAT0004768","hsa-miR-497-3p"
"1778","MI0000813","hsa-mir-324"
"1779","MIMAT0000761","hsa-miR-324-5p"
"1780","MIMAT0000762","hsa-miR-324-3p"
"1781","MI0015846","hsa-mir-4314"
"1782","MIMAT0016868","hsa-miR-4314"
"1783","MI0022730","hsa-mir-6883"
"1784","MIMAT0027666","hsa-miR-6883-5p"
"1785","MIMAT0027667","hsa-miR-6883-3p"
"1786","MI0016887","hsa-mir-4521"
"1787","MIMAT0019058","hsa-miR-4521"
"1788","MI0005559","hsa-mir-744"
"1789","MIMAT0004945","hsa-miR-744-5p"
"1790","MIMAT0004946","hsa-miR-744-3p"
"1791","MI0016888","hsa-mir-1269b"
"1792","MIMAT0019059","hsa-miR-1269b"
"1793","MI0006413","hsa-mir-548h-3"
"1794","MIMAT0005928_2","hsa-miR-548h-5p"
"1795","MI0017368","hsa-mir-4731"
