"","Ensembl_ID","Symbol"
"2422","MIMAT0002863","hsa-miR-518a-3p"
"2423","MI0003171","hsa-mir-518d"
"2424","MIMAT0005456","hsa-miR-518d-5p"
"2425","MIMAT0002864","hsa-miR-518d-3p"
"2426","MI0003172","hsa-mir-516b-1"
"2427","MIMAT0002859_1","hsa-miR-516b-5p"
"2428","MIMAT0002860_1","hsa-miR-516b-3p"
"2429","MI0003173","hsa-mir-518a-2"
"2430","MIMAT0005457_1","hsa-miR-518a-5p"
"2431","MIMAT0002863_1","hsa-miR-518a-3p"
"2432","MI0003174","hsa-mir-517c"
"2433","MIMAT0002851_2","hsa-miR-517-5p"
"2434","MIMAT0002866","hsa-miR-517c-3p"
"2435","MI0003175","hsa-mir-520h"
"2436","MIMAT0002867","hsa-miR-520h"
"2437","MI0003176","hsa-mir-521-1"
"2438","MIMAT0002854_1","hsa-miR-521"
"2439","MI0003177","hsa-mir-522"
"2440","MIMAT0005451","hsa-miR-522-5p"
"2441","MIMAT0002868","hsa-miR-522-3p"
"2442","MI0003178","hsa-mir-519a-1"
"2443","MIMAT0005452","hsa-miR-519a-5p"
"2444","MIMAT0002869","hsa-miR-519a-3p"
"2445","MI0003179","hsa-mir-527"
"2446","MIMAT0002862","hsa-miR-527"
"2447","MI0003180","hsa-mir-516a-1"
"2448","MIMAT0004770","hsa-miR-516a-5p"
"2449","MIMAT0006778","hsa-miR-516a-3p"
"2450","MI0006430","hsa-mir-1283-2"
"2451","MIMAT0005799_1","hsa-miR-1283"
"2452","MI0003181","hsa-mir-516a-2"
"2453","MIMAT0004770_1","hsa-miR-516a-5p"
"2454","MIMAT0006778_1","hsa-miR-516a-3p"
"2455","MI0003182","hsa-mir-519a-2"
"2456","MIMAT0002869_1","hsa-miR-519a-3p"
"2457","MIMAT0037327","hsa-miR-519a-2-5p"
"2458","MI0000779","hsa-mir-371a"
"2459","MIMAT0004687","hsa-miR-371a-5p"
"2460","MIMAT0000723","hsa-miR-371a-3p"
"2461","MI0017393","hsa-mir-371b"
"2462","MIMAT0019892","hsa-miR-371b-5p"
"2463","MIMAT0019893","hsa-miR-371b-3p"
"2464","MI0000780","hsa-mir-372"
"2465","MIMAT0000724","hsa-miR-372-3p"
"2466","MIMAT0026484","hsa-miR-372-5p"
"2467","MI0000781","hsa-mir-373"
"2468","MIMAT0000725","hsa-miR-373-5p"
"2469","MIMAT0000726","hsa-miR-373-3p"
"2470","MI0005757","hsa-mir-935"
"2471","MIMAT0004978","hsa-miR-935"
"2472","MI0017391","hsa-mir-4752"
"2473","MIMAT0019889","hsa-miR-4752"
"2474","MI0025897","hsa-mir-8061"
"2475","MIMAT0030988","hsa-miR-8061"
"2476","MI0025751","hsa-mir-7975"
"2477","MIMAT0031178","hsa-miR-7975"
"2478","MI0022649","hsa-mir-6804"
"2479","MIMAT0027508","hsa-miR-6804-5p"
"2480","MIMAT0027509","hsa-miR-6804-3p"
"2481","MI0022647","hsa-mir-6802"
"2482","MIMAT0027504","hsa-miR-6802-5p"
"2483","MIMAT0027505","hsa-miR-6802-3p"
"2484","MI0022648","hsa-mir-6803"
"2485","MIMAT0027506","hsa-miR-6803-5p"
"2486","MIMAT0027507","hsa-miR-6803-3p"
"2487","MI0022650","hsa-mir-6805"
"2488","MIMAT0027510","hsa-miR-6805-5p"
"2489","MIMAT0027511","hsa-miR-6805-3p"
"2490","MI0022651","hsa-mir-6806"
"2491","MIMAT0027512","hsa-miR-6806-5p"
"2492","MIMAT0027513","hsa-miR-6806-3p"
"2493","MI0017394","hsa-mir-4754"
"2494","MIMAT0019894","hsa-miR-4754"
"2495","MI0033418","hsa-mir-10394"
"2496","MIMAT0041619","hsa-miR-10394-5p"
"2497","MIMAT0041620","hsa-miR-10394-3p"
"2498","MI0022652","hsa-mir-6807"
"2499","MIMAT0027514","hsa-miR-6807-5p"
"2500","MIMAT0027515","hsa-miR-6807-3p"
"2501","MI0023618","hsa-mir-7158"
"2502","MIMAT0028226","hsa-miR-7158-5p"
"2503","MIMAT0028227","hsa-miR-7158-3p"
"2504","MI0024354","hsa-mir-7515"
"2505","MIMAT0029310","hsa-miR-7515"
"2506","MI0015868","hsa-mir-4261"
"2507","MIMAT0016890","hsa-miR-4261"
"2508","MI0016768","hsa-mir-4429"
"2509","MIMAT0018944","hsa-miR-4429"
"2510","MI0014141","hsa-mir-548s"
"2511","MIMAT0014987","hsa-miR-548s"
"2512","MI0015872","hsa-mir-4262"
"2513","MIMAT0016894","hsa-miR-4262"
"2514","MI0016082","hsa-mir-3681"
"2515","MIMAT0018108","hsa-miR-3681-5p"
"2516","MIMAT0018109","hsa-miR-3681-3p"
"2517","MI0014142","hsa-mir-3125"
"2518","MIMAT0014988","hsa-miR-3125"
"2519","MI0017398","hsa-mir-4757"
"2520","MIMAT0019901","hsa-miR-4757-5p"
"2521","MIMAT0019902","hsa-miR-4757-3p"
"2522","MI0003815","hsa-mir-1301"
"2523","MIMAT0005797","hsa-miR-1301-3p"
"2524","MIMAT0026639","hsa-miR-1301-5p"
"2525","MI0015876","hsa-mir-4263"
"2526","MIMAT0016898","hsa-miR-4263"
"2527","MI0003564","hsa-mir-558"
"2528","MIMAT0003222","hsa-miR-558"
"2529","MI0017406","hsa-mir-4765"
"2530","MIMAT0019916","hsa-miR-4765"
"2531","MI0016769","hsa-mir-4430"
"2532","MIMAT0018945","hsa-miR-4430"
"2533","MI0016770","hsa-mir-548ad"
"2534","MIMAT0018946","hsa-miR-548ad-3p"
"2535","MIMAT0032114","hsa-miR-548ad-5p"
"2536","MI0003565","hsa-mir-559"
"2537","MIMAT0003223","hsa-miR-559"
"2538","MI0025747","hsa-mir-548ba"
"2539","MIMAT0031175","hsa-miR-548ba"
"2540","MI0027288","hsa-mir-8485"
"2541","MIMAT0033692","hsa-miR-8485"
"2542","MI0016771","hsa-mir-4431"
"2543","MIMAT0018947","hsa-miR-4431"
"2544","MI0016083","hsa-mir-3682"
"2545","MIMAT0018110","hsa-miR-3682-3p"
"2546","MIMAT0019222","hsa-miR-3682-5p"
"2547","MI0000293","hsa-mir-217"
"2548","MIMAT0000274","hsa-miR-217-5p"
"2549","MIMAT0037308","hsa-miR-217-3p"
"2550","MI0000292","hsa-mir-216a"
"2551","MIMAT0000273","hsa-miR-216a-5p"
"2552","MIMAT0022844","hsa-miR-216a-3p"
"2553","MI0005569","hsa-mir-216b"
"2554","MIMAT0004959","hsa-miR-216b-5p"
"2555","MIMAT0026721","hsa-miR-216b-3p"
"2556","MI0016772","hsa-mir-4432"
"2557","MIMAT0018948","hsa-miR-4432"
"2558","MI0018171","hsa-mir-5192"
"2559","MIMAT0021123","hsa-miR-5192"
"2560","MI0025511","hsa-mir-4433b"
"2561","MIMAT0030413","hsa-miR-4433b-5p"
"2562","MIMAT0030414","hsa-miR-4433b-3p"
"2563","MI0016773","hsa-mir-4433a"
"2564","MIMAT0018949","hsa-miR-4433a-3p"
"2565","MIMAT0020956","hsa-miR-4433a-5p"
"2566","MI0016774","hsa-mir-4434"
"2567","MIMAT0018950","hsa-miR-4434"
"2568","MI0017422","hsa-mir-4778"
"2569","MIMAT0019936","hsa-miR-4778-5p"
"2570","MIMAT0019937","hsa-miR-4778-3p"
"2571","MI0014143","hsa-mir-3126"
"2572","MIMAT0014989","hsa-miR-3126-5p"
"2573","MIMAT0015377","hsa-miR-3126-3p"
"2574","MI0006347","hsa-mir-1285-2"
"2575","MIMAT0005876","hsa-miR-1285-3p"
"2576","MI0017866","hsa-mir-5000"
"2577","MIMAT0021019","hsa-miR-5000-5p"
"2578","MIMAT0021020","hsa-miR-5000-3p"
"2579","MI0015877","hsa-mir-4264"
"2580","MIMAT0016899","hsa-miR-4264"
"2581","MI0025916","hsa-mir-8080"
"2582","MIMAT0031007","hsa-miR-8080"
"2583","MI0020348","hsa-mir-6071"
"2584","MIMAT0023696","hsa-miR-6071"
"2585","MI0017423","hsa-mir-4779"
"2586","MIMAT0019938","hsa-miR-4779"
"2587","MI0017412","hsa-mir-4771-1"
"2588","MIMAT0019925","hsa-miR-4771"
"2589","MI0016775","hsa-mir-4435-1"
"2590","MIMAT0018951","hsa-miR-4435"
"2591","MI0017424","hsa-mir-4780"
"2592","MIMAT0019939","hsa-miR-4780"
"2593","MI0016776","hsa-mir-4436a"
"2594","MIMAT0018952","hsa-miR-4436a"
"2595","MI0014144","hsa-mir-3127"
"2596","MIMAT0014990","hsa-miR-3127-5p"
"2597","MIMAT0019201","hsa-miR-3127-3p"
"2598","MI0019303","hsa-mir-5696"
"2599","MIMAT0022489","hsa-miR-5696"
"2600","MI0017414","hsa-mir-4772"
"2601","MIMAT0019926","hsa-miR-4772-5p"
"2602","MIMAT0019927","hsa-miR-4772-3p"
"2603","MI0015869","hsa-mir-4265"
"2604","MIMAT0016891","hsa-miR-4265"
"2605","MI0015870","hsa-mir-4266"
"2606","MIMAT0016892","hsa-miR-4266"
"2607","MI0015871","hsa-mir-4267"
"2608","MIMAT0016893","hsa-miR-4267"
"2609","MI0017425","hsa-mir-4436b-1"
"2610","MIMAT0019940","hsa-miR-4436b-5p"
"2611","MIMAT0019941","hsa-miR-4436b-3p"
"2612","MI0019110","hsa-mir-4436b-2"
"2613","MIMAT0019940_1","hsa-miR-4436b-5p"
"2614","MIMAT0019941_1","hsa-miR-4436b-3p"
"2615","MI0016777","hsa-mir-4435-2"
"2616","MIMAT0018951_1","hsa-miR-4435"
"2617","MI0017413","hsa-mir-4771-2"
"2618","MIMAT0019925_1","hsa-miR-4771"
"2619","MI0006364","hsa-mir-1302-3"
"2620","MIMAT0005890_4","hsa-miR-1302"
"2621","MI0017427","hsa-mir-4782"
"2622","MIMAT0019944","hsa-miR-4782-5p"
"2623","MIMAT0019945","hsa-miR-4782-3p"
"2624","MI0017428","hsa-mir-4783"
"2625","MIMAT0019946","hsa-miR-4783-5p"
"2626","MIMAT0019947","hsa-miR-4783-3p"
"2627","MI0017429","hsa-mir-4784"
"2628","MIMAT0019948","hsa-miR-4784"
"2629","MI0006336","hsa-mir-663b"
"2630","MIMAT0005867","hsa-miR-663b"
"2631","MI0032316","hsa-mir-9986"
"2632","MIMAT0039766","hsa-miR-9986"
"2633","MI0016080","hsa-mir-3679"
"2634","MIMAT0018104","hsa-miR-3679-5p"
"2635","MIMAT0018105","hsa-miR-3679-3p"
"2636","MI0019150","hsa-mir-5590"
"2637","MIMAT0022299","hsa-miR-5590-5p"
"2638","MIMAT0022300","hsa-miR-5590-3p"
"2639","MI0000447","hsa-mir-128-1"
"2640","MIMAT0000424","hsa-miR-128-3p"
"2641","MIMAT0026477","hsa-miR-128-1-5p"
"2642","MI0023617","hsa-mir-7157"
"2643","MIMAT0028224","hsa-miR-7157-5p"
"2644","MIMAT0028225","hsa-miR-7157-3p"
"2645","MI0031827","hsa-mir-9899"
"2646","MIMAT0039319","hsa-miR-9899"
"2647","MI0017415","hsa-mir-4773-1"
"2648","MIMAT0019928","hsa-miR-4773"
"2649","MI0017416","hsa-mir-4773-2"
"2650","MIMAT0019928_1","hsa-miR-4773"
"2651","MI0022735","hsa-mir-6888"
"2652","MIMAT0027676","hsa-miR-6888-5p"
"2653","MIMAT0027677","hsa-miR-6888-3p"
"2654","MI0017430","hsa-mir-4785"
"2655","MIMAT0019949","hsa-miR-4785"
"2656","MI0017417","hsa-mir-4774"
"2657","MIMAT0019929","hsa-miR-4774-5p"
"2658","MIMAT0019930","hsa-miR-4774-3p"
"2659","MI0005755","hsa-mir-933"
"2660","MIMAT0004976","hsa-miR-933"
"2661","MI0000267","hsa-mir-10b"
"2662","MIMAT0000254","hsa-miR-10b-5p"
"2663","MIMAT0004556","hsa-miR-10b-3p"
"2664","MI0025240","hsa-mir-7704"
"2665","MIMAT0030019","hsa-miR-7704"
"2666","MI0006381","hsa-mir-1246"
"2667","MIMAT0005898","hsa-miR-1246"
"2668","MI0016787","hsa-mir-4444-1"
"2669","MIMAT0018962","hsa-miR-4444"
"2670","MI0014145","hsa-mir-3128"
"2671","MIMAT0014991","hsa-miR-3128"
"2672","MI0022224","hsa-mir-6512"
"2673","MIMAT0025480","hsa-miR-6512-5p"
"2674","MIMAT0025481","hsa-miR-6512-3p"
"2675","MI0006392","hsa-mir-1258"
"2676","MIMAT0005909","hsa-miR-1258"
"2677","MI0016778","hsa-mir-4437"
"2678","MIMAT0018953","hsa-miR-4437"
"2679","MI0016779","hsa-mir-548ae-1"
"2680","MIMAT0018954","hsa-miR-548ae-3p"
"2681","MI0003567","hsa-mir-561"
"2682","MIMAT0003225","hsa-miR-561-3p"
"2683","MIMAT0022706","hsa-miR-561-5p"
"2684","MI0006380","hsa-mir-1245a"
"2685","MIMAT0005897","hsa-miR-1245a"
"2686","MI0017431","hsa-mir-1245b"
"2687","MIMAT0019950","hsa-miR-1245b-5p"
"2688","MIMAT0019951","hsa-miR-1245b-3p"
"2689","MI0015996","hsa-mir-3606"
"2690","MIMAT0017983","hsa-miR-3606-5p"
"2691","MIMAT0022965","hsa-miR-3606-3p"
"2692","MI0014146","hsa-mir-3129"
"2693","MIMAT0014992","hsa-miR-3129-5p"
"2694","MIMAT0019202","hsa-miR-3129-3p"
"2695","MI0014147","hsa-mir-3130-1"
"2696","MIMAT0014994","hsa-miR-3130-3p"
"2697","MIMAT0014995","hsa-miR-3130-5p"
"2698","MI0014148","hsa-mir-3130-2"
"2699","MIMAT0014994_1","hsa-miR-3130-3p"
"2700","MIMAT0014995_1","hsa-miR-3130-5p"
"2701","MI0015873","hsa-mir-2355"
"2702","MIMAT0016895","hsa-miR-2355-5p"
"2703","MIMAT0017950","hsa-miR-2355-3p"
"2704","MI0025515","hsa-mir-7845"
"2705","MIMAT0030420","hsa-miR-7845-5p"
"2706","MI0006365","hsa-mir-1302-4"
"2707","MIMAT0005890_5","hsa-miR-1302"
"2708","MI0017418","hsa-mir-4775"
"2709","MIMAT0019931","hsa-miR-4775"
"2710","MI0006375","hsa-mir-548f-2"
"2711","MIMAT0005895_1","hsa-miR-548f-3p"
"2712","MI0017420","hsa-mir-4776-2"
"2713","MIMAT0019932","hsa-miR-4776-5p"
"2714","MIMAT0019933","hsa-miR-4776-3p"
"2715","MI0017419","hsa-mir-4776-1"
"2716","MIMAT0019932_1","hsa-miR-4776-5p"
"2717","MIMAT0019933_1","hsa-miR-4776-3p"
"2718","MI0016781","hsa-mir-4438"
"2719","MIMAT0018956","hsa-miR-4438"
"2720","MI0022654","hsa-mir-6809"
"2721","MIMAT0027518","hsa-miR-6809-5p"
"2722","MIMAT0027519","hsa-miR-6809-3p"
"2723","MI0022225","hsa-mir-6513"
"2724","MIMAT0025482","hsa-miR-6513-5p"
"2725","MIMAT0025483","hsa-miR-6513-3p"
"2726","MI0022655","hsa-mir-6810"
"2727","MIMAT0027520","hsa-miR-6810-5p"
"2728","MIMAT0027521","hsa-miR-6810-3p"
"2729","MI0000084","hsa-mir-26b"
"2730","MIMAT0000083","hsa-miR-26b-5p"
"2731","MIMAT0004500","hsa-miR-26b-3p"
"2732","MI0029185","hsa-mir-9500"
"2733","MIMAT0035542","hsa-miR-9500"
"2734","MI0000783","hsa-mir-375"
"2735","MIMAT0000728","hsa-miR-375-3p"
"2736","MIMAT0037313","hsa-miR-375-5p"
"2737","MI0014151","hsa-mir-3131"
"2738","MIMAT0014996","hsa-miR-3131"
"2739","MI0000463","hsa-mir-153-1"
"2740","MIMAT0000439","hsa-miR-153-3p"
"2741","MI0014152","hsa-mir-3132"
"2742","MIMAT0014997","hsa-miR-3132"
"2743","MI0015874","hsa-mir-4268"
"2744","MIMAT0016896","hsa-miR-4268"
"2745","MI0016782","hsa-mir-4439"
"2746","MIMAT0018957","hsa-miR-4439"
"2747","MI0019309","hsa-mir-5702"
"2748","MIMAT0022495","hsa-miR-5702"
"2749","MI0019310","hsa-mir-5703"
"2750","MIMAT0022496","hsa-miR-5703"
"2751","MI0017421","hsa-mir-4777"
"2752","MIMAT0019934","hsa-miR-4777-5p"
"2753","MIMAT0019935","hsa-miR-4777-3p"
"2754","MI0006379","hsa-mir-1244-1"
"2755","MIMAT0005896_2","hsa-miR-1244"
"2756","MI0007076","hsa-mir-1471"
"2757","MIMAT0007349","hsa-miR-1471"
"2758","MI0003568","hsa-mir-562"
"2759","MIMAT0003226","hsa-miR-562"
"2760","MI0017867","hsa-mir-5001"
"2761","MIMAT0021021","hsa-miR-5001-5p"
"2762","MIMAT0021022","hsa-miR-5001-3p"
"2763","MI0022656","hsa-mir-6811"
"2764","MIMAT0027522","hsa-miR-6811-5p"
"2765","MIMAT0027523","hsa-miR-6811-3p"
"2766","MI0016783","hsa-mir-4440"
"2767","MIMAT0018958","hsa-miR-4440"
"2768","MI0016784","hsa-mir-4441"
"2769","MIMAT0018959","hsa-miR-4441"
"2770","MI0015875","hsa-mir-4269"
"2771","MIMAT0016897","hsa-miR-4269"
"2772","MI0017432","hsa-mir-2467"
"2773","MIMAT0019952","hsa-miR-2467-5p"
"2774","MIMAT0019953","hsa-miR-2467-3p"
"2775","MI0017433","hsa-mir-4786"
"2776","MIMAT0019954","hsa-miR-4786-5p"
"2777","MIMAT0019955","hsa-miR-4786-3p"
"2778","MI0000478","hsa-mir-149"
"2779","MIMAT0000450","hsa-miR-149-5p"
"2780","MIMAT0004609","hsa-miR-149-3p"
"2781","MI0014153","hsa-mir-3133"
"2782","MIMAT0014998","hsa-miR-3133"
"2783","MI0022716","hsa-mir-6869"
"2784","MIMAT0027638","hsa-miR-6869-5p"
"2785","MIMAT0027639","hsa-miR-6869-3p"
"2786","MI0006433","hsa-mir-1292"
"2787","MIMAT0005943","hsa-miR-1292-5p"
"2788","MIMAT0022948","hsa-miR-1292-3p"
"2789","MI0000108","hsa-mir-103a-2"
"2790","MIMAT0009196","hsa-miR-103a-2-5p"
"2791","MIMAT0000101","hsa-miR-103a-3p"
"2792","MI0007262","hsa-mir-103b-2"
"2793","MIMAT0007402","hsa-miR-103b"
"2794","MI0025898","hsa-mir-8062"
"2795","MIMAT0030989","hsa-miR-8062"
"2796","MI0022717","hsa-mir-6870"
"2797","MIMAT0027640","hsa-miR-6870-5p"
"2798","MIMAT0027641","hsa-miR-6870-3p"
"2799","MI0014237","hsa-mir-3192"
"2800","MIMAT0015076","hsa-miR-3192-5p"
"2801","MIMAT0027027","hsa-miR-3192-3p"
"2802","MI0003672","hsa-mir-663a"
"2803","MIMAT0003326","hsa-miR-663a"
"2804","MI0014238","hsa-mir-3193"
"2805","MIMAT0015077","hsa-miR-3193"
"2806","MI0008193","hsa-mir-1825"
"2807","MIMAT0006765","hsa-miR-1825"
"2808","MI0017395","hsa-mir-4755"
"2809","MIMAT0019895","hsa-miR-4755-5p"
"2810","MIMAT0019896","hsa-miR-4755-3p"
"2811","MI0003659","hsa-mir-644a"
"2812","MIMAT0003314","hsa-miR-644a"
"2813","MI0003183","hsa-mir-499a"
"2814","MIMAT0002870","hsa-miR-499a-5p"
"2815","MIMAT0004772","hsa-miR-499a-3p"
"2816","MI0017396","hsa-mir-499b"
"2817","MIMAT0019897","hsa-miR-499b-5p"
"2818","MIMAT0019898","hsa-miR-499b-3p"
"2819","MI0006350","hsa-mir-1289-1"
"2820","MIMAT0005879","hsa-miR-1289"
"2821","MI0016746","hsa-mir-548o-2"
"2822","MIMAT0005919","hsa-miR-548o-3p"
"2823","MIMAT0022738","hsa-miR-548o-5p"
"2824","MI0022718","hsa-mir-6871"
"2825","MIMAT0027642","hsa-miR-6871-5p"
"2826","MIMAT0027643","hsa-miR-6871-3p"
"2827","MI0016046","hsa-mir-3646"
"2828","MIMAT0018065","hsa-miR-3646"
"2829","MI0022657","hsa-mir-6812"
"2830","MIMAT0027524","hsa-miR-6812-5p"
"2831","MIMAT0027525","hsa-miR-6812-3p"
"2832","MI0016007","hsa-mir-3617"
"2833","MIMAT0017997","hsa-miR-3617-5p"
"2834","MIMAT0022966","hsa-miR-3617-3p"
"2835","MI0016006","hsa-mir-3616"
"2836","MIMAT0017995","hsa-miR-3616-5p"
"2837","MIMAT0017996","hsa-miR-3616-3p"
"2838","MI0039724","hsa-mir-12122"
"2839","MIMAT0049016","hsa-miR-12122"
"2840","MI0003660","hsa-mir-645"
"2841","MIMAT0003315","hsa-miR-645"
"2842","MI0006366","hsa-mir-1302-5"
"2843","MIMAT0005890_6","hsa-miR-1302"
"2844","MI0014239","hsa-mir-3194"
"2845","MIMAT0015078","hsa-miR-3194-5p"
"2846","MIMAT0019218","hsa-miR-3194-3p"
"2847","MI0017397","hsa-mir-4756"
"2848","MIMAT0019899","hsa-miR-4756-5p"
"2849","MIMAT0019900","hsa-miR-4756-3p"
"2850","MI0015865","hsa-mir-4325"
"2851","MIMAT0016887","hsa-miR-4325"
"2852","MI0000747","hsa-mir-296"
"2853","MIMAT0000690","hsa-miR-296-5p"
"2854","MIMAT0004679","hsa-miR-296-3p"
"2855","MI0005523","hsa-mir-298"
"2856","MIMAT0004901","hsa-miR-298"
"2857","MI0003661","hsa-mir-646"
"2858","MIMAT0003316","hsa-miR-646"
"2859","MI0016900","hsa-mir-4533"
"2860","MIMAT0019072","hsa-miR-4533"
"2861","MI0016794","hsa-mir-548ag-2"
"2862","MIMAT0018969","hsa-miR-548ag"
"2863","MI0006391","hsa-mir-1257"
"2864","MIMAT0005908","hsa-miR-1257"
"2865","MI0014240","hsa-mir-3195"
"2866","MIMAT0015079","hsa-miR-3195"
"2867","MI0017399","hsa-mir-4758"
"2868","MIMAT0019903","hsa-miR-4758-5p"
"2869","MIMAT0019904","hsa-miR-4758-3p"
"2870","MI0000651","hsa-mir-1-1"
"2871","MIMAT0000416_1","hsa-miR-1-3p"
"2872","MIMAT0031892","hsa-miR-1-5p"
"2873","MI0000451","hsa-mir-133a-2"
"2874","MIMAT0000427_1","hsa-miR-133a-3p"
"2875","MIMAT0026478_1","hsa-miR-133a-5p"
"2876","MI0000445","hsa-mir-124-3"
"2877","MIMAT0004591","hsa-miR-124-5p"
"2878","MIMAT0000422","hsa-miR-124-3p"
"2879","MI0014241","hsa-mir-3196"
"2880","MIMAT0015080","hsa-miR-3196"
"2881","MI0015866","hsa-mir-4326"
"2882","MIMAT0016888","hsa-miR-4326"
"2883","MI0005763","hsa-mir-941-1"
"2884","MIMAT0004984","hsa-miR-941"
"2885","MI0005764","hsa-mir-941-2"
"2886","MIMAT0004984_1","hsa-miR-941"
"2887","MI0005765","hsa-mir-941-3"
"2888","MIMAT0004984_2","hsa-miR-941"
"2889","MI0005766","hsa-mir-941-4"
"2890","MIMAT0004984_3","hsa-miR-941"
"2891","MI0031520","hsa-mir-941-5"
"2892","MIMAT0004984_4","hsa-miR-941"
"2893","MI0008335","hsa-mir-1914"
"2894","MIMAT0007889","hsa-miR-1914-5p"
"2895","MIMAT0007890","hsa-miR-1914-3p"
"2896","MI0003662","hsa-mir-647"
"2897","MIMAT0003317","hsa-miR-647"
"2898","MI0022658","hsa-mir-6813"
"2899","MIMAT0027526","hsa-miR-6813-5p"
"2900","MIMAT0027527","hsa-miR-6813-3p"
"2901","MI0025905","hsa-mir-8069-1"
"2902","MIMAT0030996","hsa-miR-8069"
"2903","MI0022559","hsa-mir-6724-1"
"2904","MIMAT0025856","hsa-miR-6724-5p"
"2905","MI0033425","hsa-mir-10401"
"2906","MIMAT0041633","hsa-miR-10401-5p"
"2907","MIMAT0041634","hsa-miR-10401-3p"
"2908","MI0016048","hsa-mir-3648-1"
"2909","MIMAT0018068","hsa-miR-3648"
"2910","MI0031516","hsa-mir-6724-2"
"2911","MIMAT0025856_1","hsa-miR-6724-5p"
"2912","MI0033425_2","hsa-mir-10401"
"2913","MIMAT0041633_1","hsa-miR-10401-5p"
"2914","MIMAT0041634_1","hsa-miR-10401-3p"
"2915","MI0031517","hsa-mir-6724-3"
"2916","MIMAT0025856_2","hsa-miR-6724-5p"
"2917","MI0033425_3","hsa-mir-10401"
"2918","MIMAT0041633_2","hsa-miR-10401-5p"
"2919","MIMAT0041634_2","hsa-miR-10401-3p"
"2920","MI0031518","hsa-mir-6724-4"
"2921","MIMAT0025856_3","hsa-miR-6724-5p"
"2922","MI0033425_4","hsa-mir-10401"
"2923","MIMAT0041633_3","hsa-miR-10401-5p"
"2924","MIMAT0041634_3","hsa-miR-10401-3p"
"2925","MI0033426","hsa-mir-10396b"
"2926","MIMAT0041635","hsa-miR-10396b-5p"
"2927","MIMAT0041636","hsa-miR-10396b-3p"
"2928","MI0031512","hsa-mir-3648-2"
"2929","MIMAT0018068_1","hsa-miR-3648"
"2930","MI0033420","hsa-mir-10396a"
"2931","MIMAT0041623","hsa-miR-10396a-5p"
"2932","MIMAT0041624","hsa-miR-10396a-3p"
"2933","MI0014242","hsa-mir-3156-3"
"2934","MIMAT0015030_2","hsa-miR-3156-5p"
"2935","MI0014131","hsa-mir-3118-1"
"2936","MIMAT0014980_3","hsa-miR-3118"
"2937","MI0031519","hsa-mir-8069-2"
"2938","MIMAT0030996_1","hsa-miR-8069"
"2939","MI0000101","hsa-mir-99a"
"2940","MIMAT0000097","hsa-miR-99a-5p"
"2941","MIMAT0004511","hsa-miR-99a-3p"
"2942","MI0000064","hsa-let-7c"
"2943","MIMAT0000064","hsa-let-7c-5p"
"2944","MIMAT0026472","hsa-let-7c-3p"
"2945","MI0000470","hsa-mir-125b-2"
"2946","MIMAT0000423_1","hsa-miR-125b-5p"
"2947","MIMAT0004603","hsa-miR-125b-2-3p"
"2948","MI0014244","hsa-mir-548x"
"2949","MIMAT0015081_1","hsa-miR-548x-3p"
"2950","MIMAT0022733","hsa-miR-548x-5p"
"2951","MI0021275","hsa-mir-6130"
"2952","MIMAT0024614","hsa-miR-6130"
"2953","MI0000681","hsa-mir-155"
"2954","MIMAT0000646","hsa-miR-155-5p"
"2955","MIMAT0004658","hsa-miR-155-3p"
"2956","MI0017400","hsa-mir-4759"
"2957","MIMAT0019905","hsa-miR-4759"
"2958","MI0015867","hsa-mir-4327"
"2959","MIMAT0016889","hsa-miR-4327"
"2960","MI0022213","hsa-mir-6501"
"2961","MIMAT0025458","hsa-miR-6501-5p"
"2962","MIMAT0025459","hsa-miR-6501-3p"
"2963","MI0003906","hsa-mir-802"
"2964","MIMAT0004185","hsa-miR-802"
"2965","MI0022220","hsa-mir-6508"
"2966","MIMAT0025472","hsa-miR-6508-5p"
"2967","MIMAT0025473","hsa-miR-6508-3p"
"2968","MI0017401","hsa-mir-4760"
"2969","MIMAT0019906","hsa-miR-4760-5p"
"2970","MIMAT0019907","hsa-miR-4760-3p"
"2971","MI0014245","hsa-mir-3197"
"2972","MIMAT0015082","hsa-miR-3197"
"2973","MI0022659","hsa-mir-6814"
"2974","MIMAT0027528","hsa-miR-6814-5p"
"2975","MIMAT0027529","hsa-miR-6814-3p"
"2976","MI0019311","hsa-mir-5692b"
"2977","MIMAT0022497","hsa-miR-5692b"
"2978","MI0020347","hsa-mir-6070"
"2979","MIMAT0023695","hsa-miR-6070"
"2980","MI0022660","hsa-mir-6815"
"2981","MIMAT0027530","hsa-miR-6815-5p"
"2982","MIMAT0027531","hsa-miR-6815-3p"
"2983","MI0014246","hsa-mir-3198-1"
"2984","MIMAT0015083_1","hsa-miR-3198"
"2985","MI0003663","hsa-mir-648"
"2986","MIMAT0003318","hsa-miR-648"
"2987","MI0017402","hsa-mir-4761"
"2988","MIMAT0019908","hsa-miR-4761-5p"
"2989","MIMAT0019909","hsa-miR-4761-3p"
"2990","MI0000482","hsa-mir-185"
"2991","MIMAT0000455","hsa-miR-185-5p"
"2992","MIMAT0004611","hsa-miR-185-3p"
"2993","MI0016008","hsa-mir-3618"
"2994","MIMAT0017998","hsa-miR-3618"
"2995","MI0006443","hsa-mir-1306"
"2996","MIMAT0005950","hsa-miR-1306-3p"
